  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                  -nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                  -nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                  -nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
1653375276, 0.0145, 0.0000e+00, nan, 0.00000000, nan, nan, nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
1653375277, 0.0147, 0.0000e+00, nan, 0.00000000, nan, nan, nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                  -nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
1653375278, 0.0138, 0.0000e+00, -nan, 0.00000000, nan, nan, nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                 -nan                   nan                  -nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                  -nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
1653375279, 0.0141, 0.0000e+00, nan, 0.00000000, nan, nan, nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
1653375280, 0.0135, 0.0000e+00, nan, 0.00000000, nan, nan, nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
  0.0000e+00                   nan            0.00000000                  nan                   nan                   nan 
